Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales
3744,CA-2017-137848,2017-01-15,21/01/2017,Standard Class,WB-21850,William Brown,Consumer,United States,New York City,New York,10011.0,East,OFF-BI-10002225,Office Supplies,Binders,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",49.536
3746,CA-2017-149979,2017-09-23,28/09/2017,Second Class,RA-19915,Russell Applegate,Consumer,United States,Columbus,Georgia,31907.0,South,OFF-ST-10003058,Office Supplies,Storage,Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,118.25
3747,CA-2017-149979,2017-09-23,28/09/2017,Second Class,RA-19915,Russell Applegate,Consumer,United States,Columbus,Georgia,31907.0,South,FUR-CH-10002084,Furniture,Chairs,Hon Mobius Operator's Chair,368.97
3748,CA-2018-161956,2018-08-27,29/08/2018,Second Class,DR-12880,Dan Reichenbach,Corporate,United States,Inglewood,California,90301.0,West,FUR-FU-10002937,Furniture,Furnishings,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",198.46
3749,CA-2018-161956,2018-08-27,29/08/2018,Second Class,DR-12880,Dan Reichenbach,Corporate,United States,Inglewood,California,90301.0,West,OFF-AP-10001242,Office Supplies,Appliances,APC 7 Outlet Network SurgeArrest Surge Protector,321.92
3750,CA-2018-161956,2018-08-27,29/08/2018,Second Class,DR-12880,Dan Reichenbach,Corporate,United States,Inglewood,California,90301.0,West,TEC-CO-10001571,Technology,Copiers,Sharp 1540cs Digital Laser Copier,879.984
3751,CA-2018-161956,2018-08-27,29/08/2018,Second Class,DR-12880,Dan Reichenbach,Corporate,United States,Inglewood,California,90301.0,West,OFF-SU-10002503,Office Supplies,Supplies,Acme Preferred Stainless Steel Scissors,28.4
3752,CA-2018-161956,2018-08-27,29/08/2018,Second Class,DR-12880,Dan Reichenbach,Corporate,United States,Inglewood,California,90301.0,West,FUR-CH-10004886,Furniture,Chairs,Bevis Steel Folding Chairs,230.28
3753,CA-2018-161956,2018-08-27,29/08/2018,Second Class,DR-12880,Dan Reichenbach,Corporate,United States,Inglewood,California,90301.0,West,OFF-PA-10001289,Office Supplies,Paper,White Computer Printout Paper by Universal,116.28
3754,CA-2018-161956,2018-08-27,29/08/2018,Second Class,DR-12880,Dan Reichenbach,Corporate,United States,Inglewood,California,90301.0,West,OFF-BI-10003650,Office Supplies,Binders,GBC DocuBind 300 Electric Binding Machine,841.568
3755,CA-2018-161956,2018-08-27,29/08/2018,Second Class,DR-12880,Dan Reichenbach,Corporate,United States,Inglewood,California,90301.0,West,OFF-ST-10001370,Office Supplies,Storage,Sensible Storage WireTech Storage Systems,354.9
3756,CA-2017-116799,2017-03-03,06/03/2017,First Class,JG-15310,Jason Gross,Corporate,United States,Odessa,Texas,79762.0,Central,OFF-PA-10001892,Office Supplies,Paper,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",42.784
3757,CA-2017-116799,2017-03-03,06/03/2017,First Class,JG-15310,Jason Gross,Corporate,United States,Odessa,Texas,79762.0,Central,FUR-CH-10004983,Furniture,Chairs,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,563.43
3758,CA-2017-111283,2017-02-28,04/03/2017,Standard Class,LC-16870,Lena Cacioppo,Consumer,United States,Newark,Ohio,43055.0,East,OFF-AR-10001615,Office Supplies,Art,Newell 34,111.104
3762,CA-2018-104577,2018-05-12,17/05/2018,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Everett,Massachusetts,2149.0,East,OFF-PA-10000659,Office Supplies,Paper,"TOPS Carbonless Receipt Book, Four 2-3/4 x 7-1/4 Money Receipts per Page",87.6
3763,CA-2017-156251,2017-08-13,18/08/2017,Second Class,TS-21160,Theresa Swint,Corporate,United States,West Allis,Wisconsin,53214.0,Central,FUR-BO-10001337,Furniture,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,241.96
3764,CA-2017-156251,2017-08-13,18/08/2017,Second Class,TS-21160,Theresa Swint,Corporate,United States,West Allis,Wisconsin,53214.0,Central,OFF-BI-10003529,Office Supplies,Binders,Avery Round Ring Poly Binders,8.52
3765,CA-2018-125878,2018-02-25,02/03/2018,Standard Class,MH-18025,Michelle Huthwaite,Consumer,United States,Chicago,Illinois,60623.0,Central,OFF-BI-10002609,Office Supplies,Binders,Avery Hidden Tab Dividers for Binding Systems,1.788
3766,CA-2017-163153,2017-03-21,25/03/2017,Standard Class,DM-12955,Dario Medina,Corporate,United States,Houston,Texas,77036.0,Central,FUR-TA-10004767,Furniture,Tables,Safco Drafting Table,99.372
3767,CA-2017-163153,2017-03-21,25/03/2017,Standard Class,DM-12955,Dario Medina,Corporate,United States,Houston,Texas,77036.0,Central,OFF-AR-10001868,Office Supplies,Art,Prang Dustless Chalk Sticks,1.344
3771,CA-2017-155530,2017-12-17,21/12/2017,Standard Class,CM-12160,Charles McCrossin,Consumer,United States,San Francisco,California,94122.0,West,FUR-TA-10004256,Furniture,Tables,Bretford “Just In Time” Height-Adjustable Multi-Task Work Tables,2003.52
3772,US-2017-101196,2017-05-12,17/05/2017,Standard Class,FM-14215,Filia McAdams,Corporate,United States,Philadelphia,Pennsylvania,19140.0,East,OFF-ST-10004804,Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black",82.368
3779,US-2018-148768,2018-11-30,02/12/2018,Second Class,PN-18775,Parhena Norris,Home Office,United States,Miami,Florida,33180.0,South,TEC-PH-10002564,Technology,Phones,OtterBox Defender Series Case - Samsung Galaxy S4,71.976
3780,CA-2018-118521,2018-02-16,20/02/2018,Standard Class,LF-17185,Luke Foster,Consumer,United States,New York City,New York,10035.0,East,OFF-PA-10003465,Office Supplies,Paper,Xerox 1912,37.94
3783,CA-2018-165204,2018-11-13,16/11/2018,Second Class,MN-17935,Michael Nguyen,Consumer,United States,Memphis,Tennessee,38109.0,South,OFF-PA-10003424,Office Supplies,Paper,"""While you Were Out"" Message Book, One Form per Page",8.904
3784,CA-2018-165204,2018-11-13,16/11/2018,Second Class,MN-17935,Michael Nguyen,Consumer,United States,Memphis,Tennessee,38109.0,South,OFF-ST-10003716,Office Supplies,Storage,Tennsco Double-Tier Lockers,720.064
3785,CA-2018-125752,2018-07-31,04/08/2018,Standard Class,EH-14125,Eugene Hildebrand,Home Office,United States,Fort Lauderdale,Florida,33311.0,South,TEC-AC-10003590,Technology,Accessories,"TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem",41.424
3786,CA-2018-112487,2018-12-26,30/12/2018,Standard Class,TC-21535,Tracy Collins,Home Office,United States,Columbus,Ohio,43229.0,East,OFF-BI-10000494,Office Supplies,Binders,Acco Economy Flexible Poly Round Ring Binder,3.132
3787,CA-2017-144218,2017-10-31,04/11/2017,Standard Class,JD-15895,Jonathan Doherty,Corporate,United States,Los Angeles,California,90045.0,West,OFF-ST-10002615,Office Supplies,Storage,"Dual Level, Single-Width Filing Carts",1085.42
3788,CA-2017-169971,2017-09-04,09/09/2017,Standard Class,IL-15100,Ivan Liston,Consumer,United States,Houston,Texas,77041.0,Central,OFF-AR-10002804,Office Supplies,Art,Faber Castell Col-Erase Pencils,3.912
3789,CA-2017-169971,2017-09-04,09/09/2017,Standard Class,IL-15100,Ivan Liston,Consumer,United States,Houston,Texas,77041.0,Central,OFF-AR-10001044,Office Supplies,Art,"BOSTON Ranger #55 Pencil Sharpener, Black",62.376
3790,US-2017-133508,2017-04-17,21/04/2017,Standard Class,SW-20350,Sean Wendt,Home Office,United States,Omaha,Nebraska,68104.0,Central,OFF-FA-10000134,Office Supplies,Fasteners,"Advantus Push Pins, Aluminum Head",29.05
3798,CA-2018-121314,2018-09-23,26/09/2018,First Class,BE-11410,Bobby Elias,Consumer,United States,Miami,Florida,33178.0,South,OFF-PA-10003395,Office Supplies,Paper,Xerox 1941,251.64
3799,CA-2018-147760,2018-11-04,05/11/2018,First Class,KL-16555,Kelly Lampkin,Corporate,United States,Greensboro,North Carolina,27405.0,South,FUR-TA-10004575,Furniture,Tables,Hon 5100 Series Wood Tables,523.764
3800,CA-2018-147760,2018-11-04,05/11/2018,First Class,KL-16555,Kelly Lampkin,Corporate,United States,Greensboro,North Carolina,27405.0,South,TEC-PH-10002483,Technology,Phones,Motorola Moto X,1359.96
3801,CA-2017-156503,2017-10-14,20/10/2017,Standard Class,NC-18415,Nathan Cano,Consumer,United States,Jacksonville,North Carolina,28540.0,South,FUR-CH-10003606,Furniture,Chairs,SAFCO Folding Chair Trolley,102.592
3802,CA-2017-156503,2017-10-14,20/10/2017,Standard Class,NC-18415,Nathan Cano,Consumer,United States,Jacksonville,North Carolina,28540.0,South,TEC-AC-10002473,Technology,Accessories,Maxell 4.7GB DVD-R,22.704
3803,CA-2017-156503,2017-10-14,20/10/2017,Standard Class,NC-18415,Nathan Cano,Consumer,United States,Jacksonville,North Carolina,28540.0,South,OFF-PA-10002319,Office Supplies,Paper,Xerox 1944,93.024
3804,CA-2017-156503,2017-10-14,20/10/2017,Standard Class,NC-18415,Nathan Cano,Consumer,United States,Jacksonville,North Carolina,28540.0,South,OFF-SU-10000946,Office Supplies,Supplies,Staple remover,12.768
3805,CA-2017-156503,2017-10-14,20/10/2017,Standard Class,NC-18415,Nathan Cano,Consumer,United States,Jacksonville,North Carolina,28540.0,South,OFF-EN-10001335,Office Supplies,Envelopes,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",35.008
3806,CA-2017-156503,2017-10-14,20/10/2017,Standard Class,NC-18415,Nathan Cano,Consumer,United States,Jacksonville,North Carolina,28540.0,South,OFF-PA-10002377,Office Supplies,Paper,Xerox 1916,39.152
3813,CA-2018-147753,2018-03-05,05/03/2018,Same Day,PK-19075,Pete Kriz,Consumer,United States,Milwaukee,Wisconsin,53209.0,Central,OFF-LA-10003537,Office Supplies,Labels,Avery 515,25.06
3815,CA-2017-152471,2017-07-08,08/07/2017,Same Day,ZD-21925,Zuschuss Donatelli,Consumer,United States,Jacksonville,Florida,32216.0,South,TEC-PH-10002824,Technology,Phones,Jabra SPEAK 410 Multidevice Speakerphone,823.96
3816,CA-2017-152471,2017-07-08,08/07/2017,Same Day,ZD-21925,Zuschuss Donatelli,Consumer,United States,Jacksonville,Florida,32216.0,South,OFF-PA-10004965,Office Supplies,Paper,Xerox 1921,15.984
3820,CA-2018-141873,2018-10-09,14/10/2018,Standard Class,HG-14845,Harry Greene,Consumer,United States,New York City,New York,10024.0,East,OFF-BI-10001031,Office Supplies,Binders,Pressboard Data Binders by Wilson Jones,12.816
3821,CA-2018-141873,2018-10-09,14/10/2018,Standard Class,HG-14845,Harry Greene,Consumer,United States,New York City,New York,10024.0,East,FUR-BO-10003034,Furniture,Bookcases,"O'Sullivan Elevations Bookcase, Cherry Finish",314.352
3822,CA-2018-141873,2018-10-09,14/10/2018,Standard Class,HG-14845,Harry Greene,Consumer,United States,New York City,New York,10024.0,East,OFF-PA-10000069,Office Supplies,Paper,"TOPS 4 x 6 Fluorescent Color Memo Sheets, 500 Sheets per Pack",18.98
3823,CA-2018-141873,2018-10-09,14/10/2018,Standard Class,HG-14845,Harry Greene,Consumer,United States,New York City,New York,10024.0,East,OFF-BI-10003655,Office Supplies,Binders,Durable Pressboard Binders,18.24
3828,CA-2018-141733,2018-05-07,11/05/2018,Standard Class,RW-19540,Rick Wilson,Corporate,United States,Detroit,Michigan,48234.0,Central,FUR-CH-10004086,Furniture,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,1458.65
3829,CA-2018-141733,2018-05-07,11/05/2018,Standard Class,RW-19540,Rick Wilson,Corporate,United States,Detroit,Michigan,48234.0,Central,FUR-CH-10002017,Furniture,Chairs,SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair,26.64
3830,CA-2018-141733,2018-05-07,11/05/2018,Standard Class,RW-19540,Rick Wilson,Corporate,United States,Detroit,Michigan,48234.0,Central,FUR-CH-10000595,Furniture,Chairs,Safco Contoured Stacking Chairs,476.8
3831,CA-2018-141733,2018-05-07,11/05/2018,Standard Class,RW-19540,Rick Wilson,Corporate,United States,Detroit,Michigan,48234.0,Central,OFF-AP-10001563,Office Supplies,Appliances,Belkin Premiere Surge Master II 8-outlet surge protector,87.444
3848,CA-2018-129000,2018-11-25,27/11/2018,Second Class,SZ-20035,Sam Zeldin,Home Office,United States,Canton,Michigan,48187.0,Central,OFF-ST-10001097,Office Supplies,Storage,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,501.81
3849,CA-2018-161053,2018-09-22,23/09/2018,First Class,JE-15745,Joel Eaton,Consumer,United States,Fayetteville,Arkansas,72701.0,South,OFF-BI-10004318,Office Supplies,Binders,Ibico EB-19 Dual Function Manual Binding System,691.96
3850,CA-2018-161053,2018-09-22,23/09/2018,First Class,JE-15745,Joel Eaton,Consumer,United States,Fayetteville,Arkansas,72701.0,South,TEC-AC-10004633,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",34.95
3853,CA-2018-130526,2018-11-26,29/11/2018,First Class,GT-14755,Guy Thornton,Consumer,United States,Rockford,Illinois,61107.0,Central,OFF-BI-10001524,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern,33.568
3854,US-2018-131849,2018-06-06,10/06/2018,Standard Class,GH-14410,Gary Hansen,Home Office,United States,San Francisco,California,94122.0,West,FUR-FU-10004164,Furniture,Furnishings,"Eldon 300 Class Desk Accessories, Black",4.95
3855,US-2018-131849,2018-06-06,10/06/2018,Standard Class,GH-14410,Gary Hansen,Home Office,United States,San Francisco,California,94122.0,West,OFF-ST-10002957,Office Supplies,Storage,Sterilite Show Offs Storage Containers,26.4
3856,US-2018-105389,2018-10-23,28/10/2018,Second Class,DM-13015,Darrin Martin,Consumer,United States,San Antonio,Texas,78207.0,Central,OFF-BI-10004364,Office Supplies,Binders,Storex Dura Pro Binders,3.564
3857,US-2018-105389,2018-10-23,28/10/2018,Second Class,DM-13015,Darrin Martin,Consumer,United States,San Antonio,Texas,78207.0,Central,TEC-PH-10002824,Technology,Phones,Jabra SPEAK 410 Multidevice Speakerphone,823.96
3858,US-2018-105389,2018-10-23,28/10/2018,Second Class,DM-13015,Darrin Martin,Consumer,United States,San Antonio,Texas,78207.0,Central,OFF-AR-10000634,Office Supplies,Art,Newell 320,10.272
3860,CA-2018-154039,2018-02-17,22/02/2018,Standard Class,JK-16120,Julie Kriz,Home Office,United States,Chicago,Illinois,60653.0,Central,FUR-TA-10001932,Furniture,Tables,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",480.96
3861,CA-2018-154039,2018-02-17,22/02/2018,Standard Class,JK-16120,Julie Kriz,Home Office,United States,Chicago,Illinois,60653.0,Central,TEC-PH-10002789,Technology,Phones,LG Exalt,124.792
3864,CA-2018-123246,2018-10-17,19/10/2018,Second Class,AJ-10960,Astrea Jones,Consumer,United States,San Diego,California,92037.0,West,OFF-AR-10001770,Office Supplies,Art,Economy #2 Pencils,10.64
3867,CA-2018-146360,2018-04-23,25/04/2018,Second Class,SC-20305,Sean Christensen,Consumer,United States,Lawrence,Indiana,46226.0,Central,TEC-AC-10003590,Technology,Accessories,"TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem",155.34
3874,CA-2017-136231,2017-09-05,07/09/2017,Second Class,DM-13015,Darrin Martin,Consumer,United States,Johnson City,Tennessee,37604.0,South,OFF-EN-10001099,Office Supplies,Envelopes,Staple envelope,23.472
3875,CA-2017-136231,2017-09-05,07/09/2017,Second Class,DM-13015,Darrin Martin,Consumer,United States,Johnson City,Tennessee,37604.0,South,OFF-BI-10001597,Office Supplies,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",86.058
3876,CA-2017-136231,2017-09-05,07/09/2017,Second Class,DM-13015,Darrin Martin,Consumer,United States,Johnson City,Tennessee,37604.0,South,TEC-PH-10002660,Technology,Phones,Nortel Networks T7316 E Nt8 B27,108.784
3877,CA-2017-136231,2017-09-05,07/09/2017,Second Class,DM-13015,Darrin Martin,Consumer,United States,Johnson City,Tennessee,37604.0,South,OFF-PA-10000327,Office Supplies,Paper,Xerox 1971,10.272
3878,CA-2017-140641,2017-10-28,02/11/2017,Standard Class,EP-13915,Emily Phan,Consumer,United States,Tampa,Florida,33614.0,South,OFF-BI-10001191,Office Supplies,Binders,Canvas Sectional Post Binders,38.19
3886,US-2018-127341,2018-01-29,02/02/2018,Standard Class,CK-12595,Clytie Kelty,Consumer,United States,Chicago,Illinois,60653.0,Central,OFF-BI-10001072,Office Supplies,Binders,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",12.128
3887,CA-2017-167759,2017-03-03,08/03/2017,Second Class,CC-12670,Craig Carreira,Consumer,United States,Bloomington,Indiana,47401.0,Central,TEC-PH-10003171,Technology,Phones,Plantronics Encore H101 Dual Earpieces Headset,134.85
3891,US-2017-163881,2017-11-24,30/11/2017,Standard Class,SP-20860,Sung Pak,Corporate,United States,Los Angeles,California,90036.0,West,TEC-AC-10003033,Technology,Accessories,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,659.9
3892,US-2017-163881,2017-11-24,30/11/2017,Standard Class,SP-20860,Sung Pak,Corporate,United States,Los Angeles,California,90036.0,West,FUR-CH-10001394,Furniture,Chairs,Global Leather Executive Chair,1684.752
3893,US-2017-163881,2017-11-24,30/11/2017,Standard Class,SP-20860,Sung Pak,Corporate,United States,Los Angeles,California,90036.0,West,TEC-AC-10000420,Technology,Accessories,Logitech G500s Laser Gaming Mouse with Adjustable Weight Tuning,559.92
3894,US-2017-144547,2017-11-10,14/11/2017,Standard Class,MS-17770,Maxwell Schwartz,Consumer,United States,Houston,Texas,77036.0,Central,TEC-AC-10004901,Technology,Accessories,Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver,279.944
3896,CA-2018-110212,2018-05-01,05/05/2018,Standard Class,SJ-20125,Sanjit Jacobs,Home Office,United States,Texarkana,Arkansas,71854.0,South,TEC-AC-10002331,Technology,Accessories,"Maxell 74 Minute CDR, 10/Pack",48.9
3897,CA-2018-134285,2018-12-07,12/12/2018,Standard Class,DS-13180,David Smith,Corporate,United States,San Antonio,Texas,78207.0,Central,OFF-FA-10000611,Office Supplies,Fasteners,Binder Clips by OIC,3.552
3898,CA-2018-134285,2018-12-07,12/12/2018,Standard Class,DS-13180,David Smith,Corporate,United States,San Antonio,Texas,78207.0,Central,OFF-PA-10000304,Office Supplies,Paper,Xerox 1995,15.552
3899,CA-2018-102267,2018-11-30,04/12/2018,Standard Class,SC-20800,Stuart Calhoun,Consumer,United States,Edinburg,Texas,78539.0,Central,OFF-FA-10000611,Office Supplies,Fasteners,Binder Clips by OIC,2.368
3900,CA-2018-157980,2018-12-07,09/12/2018,First Class,SH-20395,Shahid Hopkins,Consumer,United States,Toledo,Ohio,43615.0,East,TEC-AC-10002567,Technology,Accessories,Logitech G602 Wireless Gaming Mouse,127.984
3912,CA-2018-126788,2018-06-05,06/06/2018,First Class,AB-10105,Adrian Barton,Consumer,United States,Pearland,Texas,77581.0,Central,TEC-PH-10001619,Technology,Phones,LG G3,470.376
3913,CA-2018-148068,2018-09-18,25/09/2018,Standard Class,MM-18280,Muhammed MacIntyre,Corporate,United States,New York City,New York,10035.0,East,OFF-PA-10001639,Office Supplies,Paper,Xerox 203,19.44
3914,CA-2018-148068,2018-09-18,25/09/2018,Standard Class,MM-18280,Muhammed MacIntyre,Corporate,United States,New York City,New York,10035.0,East,FUR-FU-10002268,Furniture,Furnishings,Ultra Door Push Plate,9.82
3915,US-2018-142573,2018-07-18,23/07/2018,Standard Class,ML-17410,Maris LaWare,Consumer,United States,Phoenix,Arizona,85023.0,West,FUR-TA-10001932,Furniture,Tables,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",801.6
3916,US-2018-142573,2018-07-18,23/07/2018,Standard Class,ML-17410,Maris LaWare,Consumer,United States,Phoenix,Arizona,85023.0,West,FUR-CH-10004218,Furniture,Chairs,"Global Fabric Manager's Chair, Dark Gray",161.568
3917,US-2018-142573,2018-07-18,23/07/2018,Standard Class,ML-17410,Maris LaWare,Consumer,United States,Phoenix,Arizona,85023.0,West,OFF-PA-10000246,Office Supplies,Paper,Riverleaf Stik-Withit Designer Note Cubes,16.096
3918,US-2018-142573,2018-07-18,23/07/2018,Standard Class,ML-17410,Maris LaWare,Consumer,United States,Phoenix,Arizona,85023.0,West,OFF-BI-10003350,Office Supplies,Binders,Acco Expandable Hanging Binders,7.656
3919,US-2018-142573,2018-07-18,23/07/2018,Standard Class,ML-17410,Maris LaWare,Consumer,United States,Phoenix,Arizona,85023.0,West,FUR-CH-10000513,Furniture,Chairs,High-Back Leather Manager's Chair,311.976
3922,CA-2017-110044,2017-06-28,02/07/2017,Second Class,RF-19735,Roland Fjeld,Consumer,United States,Chicago,Illinois,60610.0,Central,TEC-PH-10001299,Technology,Phones,Polycom CX300 Desktop Phone USB VoIP phone,359.976
3923,CA-2018-146920,2018-08-28,01/09/2018,Standard Class,SC-20305,Sean Christensen,Consumer,United States,Chicago,Illinois,60623.0,Central,OFF-PA-10002479,Office Supplies,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),25.344
3924,CA-2018-146920,2018-08-28,01/09/2018,Standard Class,SC-20305,Sean Christensen,Consumer,United States,Chicago,Illinois,60623.0,Central,OFF-PA-10001461,Office Supplies,Paper,HP Office Paper (20Lb. and 87 Bright),26.72
3929,CA-2017-162082,2017-03-14,17/03/2017,First Class,JS-15880,John Stevenson,Consumer,United States,Harlingen,Texas,78550.0,Central,FUR-BO-10004409,Furniture,Bookcases,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",241.332
3930,CA-2017-162082,2017-03-14,17/03/2017,First Class,JS-15880,John Stevenson,Consumer,United States,Harlingen,Texas,78550.0,Central,OFF-PA-10001934,Office Supplies,Paper,Xerox 1993,5.184
3931,CA-2017-162082,2017-03-14,17/03/2017,First Class,JS-15880,John Stevenson,Consumer,United States,Harlingen,Texas,78550.0,Central,OFF-AR-10001044,Office Supplies,Art,"BOSTON Ranger #55 Pencil Sharpener, Black",145.544
3932,CA-2017-132094,2017-08-26,02/09/2017,Standard Class,VG-21805,Vivek Grady,Corporate,United States,Philadelphia,Pennsylvania,19140.0,East,OFF-AR-10004165,Office Supplies,Art,"Binney & Smith inkTank Erasable Pocket Highlighter, Chisel Tip, Yellow",5.472
3933,CA-2017-132094,2017-08-26,02/09/2017,Standard Class,VG-21805,Vivek Grady,Corporate,United States,Philadelphia,Pennsylvania,19140.0,East,TEC-AC-10001109,Technology,Accessories,Logitech Trackman Marble Mouse,47.984
3934,CA-2018-123001,2018-09-02,08/09/2018,Standard Class,AW-10840,Anthony Witt,Consumer,United States,Bakersfield,California,93309.0,West,OFF-AR-10001919,Office Supplies,Art,"OIC #2 Pencils, Medium Soft",9.4
3935,CA-2018-123001,2018-09-02,08/09/2018,Standard Class,AW-10840,Anthony Witt,Consumer,United States,Bakersfield,California,93309.0,West,OFF-LA-10004544,Office Supplies,Labels,Avery 505,74.0
3936,CA-2018-123001,2018-09-02,08/09/2018,Standard Class,AW-10840,Anthony Witt,Consumer,United States,Bakersfield,California,93309.0,West,TEC-PH-10003484,Technology,Phones,Ooma Telo VoIP Home Phone System,201.584
3940,US-2017-143448,2017-12-10,10/12/2017,Same Day,MH-17455,Mark Hamilton,Consumer,United States,Greenwood,Indiana,46142.0,Central,FUR-CH-10003379,Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,1424.9
3941,CA-2018-117863,2018-05-18,23/05/2018,Standard Class,TS-21340,Toby Swindell,Consumer,United States,New York City,New York,10024.0,East,FUR-FU-10002456,Furniture,Furnishings,"Master Caster Door Stop, Large Neon Orange",14.56
3942,CA-2018-117863,2018-05-18,23/05/2018,Standard Class,TS-21340,Toby Swindell,Consumer,United States,New York City,New York,10024.0,East,OFF-BI-10000605,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",3.048
3943,CA-2018-160458,2018-05-27,29/05/2018,Second Class,EH-13945,Eric Hoffmann,Consumer,United States,Memphis,Tennessee,38109.0,South,OFF-PA-10001166,Office Supplies,Paper,Xerox 2,25.92
3944,US-2017-142685,2017-06-23,30/06/2017,Standard Class,MG-17695,Maureen Gnade,Consumer,United States,Buffalo,New York,14215.0,East,OFF-SU-10000157,Office Supplies,Supplies,Compact Automatic Electric Letter Opener,835.17
3945,CA-2017-133144,2017-05-16,21/05/2017,Second Class,DO-13435,Denny Ordway,Consumer,United States,Los Angeles,California,90036.0,West,OFF-PA-10004971,Office Supplies,Paper,Xerox 196,17.34
3946,CA-2018-167871,2018-11-18,23/11/2018,Standard Class,AF-10870,Art Ferguson,Consumer,United States,Homestead,Florida,33030.0,South,OFF-PA-10001977,Office Supplies,Paper,Xerox 194,44.384
3947,CA-2018-167871,2018-11-18,23/11/2018,Standard Class,AF-10870,Art Ferguson,Consumer,United States,Homestead,Florida,33030.0,South,OFF-SU-10001225,Office Supplies,Supplies,Staple remover,2.944
3948,CA-2017-119963,2017-11-18,22/11/2017,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Pasadena,Texas,77506.0,Central,OFF-AR-10003514,Office Supplies,Art,4009 Highlighters by Sanford,6.368
3949,CA-2017-119963,2017-11-18,22/11/2017,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Pasadena,Texas,77506.0,Central,OFF-LA-10003510,Office Supplies,Labels,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",48.848
3950,CA-2017-119963,2017-11-18,22/11/2017,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Pasadena,Texas,77506.0,Central,OFF-PA-10001970,Office Supplies,Paper,Xerox 1881,19.648
3951,CA-2017-119963,2017-11-18,22/11/2017,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Pasadena,Texas,77506.0,Central,FUR-CH-10003817,Furniture,Chairs,"Global Value Steno Chair, Gray",255.108
3953,US-2017-151862,2017-03-01,08/03/2017,Standard Class,ON-18715,Odella Nelson,Corporate,United States,Denver,Colorado,80219.0,West,TEC-PH-10003535,Technology,Phones,RCA ViSYS 25423RE1 Corded phone,159.984
3954,CA-2018-152961,2018-01-15,19/01/2018,Standard Class,SC-20095,Sanjit Chand,Consumer,United States,Quincy,Massachusetts,2169.0,East,OFF-PA-10004675,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",12.7
3957,CA-2017-114951,2017-06-26,03/07/2017,Standard Class,DN-13690,Duane Noonan,Consumer,United States,San Francisco,California,94109.0,West,FUR-FU-10002364,Furniture,Furnishings,"Eldon Expressions Wood Desk Accessories, Oak",22.14
3958,CA-2017-156573,2017-05-29,02/06/2017,Standard Class,RB-19360,Raymond Buch,Consumer,United States,Nashville,Tennessee,37211.0,South,OFF-BI-10002414,Office Supplies,Binders,GBC ProClick Spines for 32-Hole Punch,11.277
3959,CA-2017-156573,2017-05-29,02/06/2017,Standard Class,RB-19360,Raymond Buch,Consumer,United States,Nashville,Tennessee,37211.0,South,OFF-AR-10003732,Office Supplies,Art,Newell 333,4.448
3960,CA-2017-156573,2017-05-29,02/06/2017,Standard Class,RB-19360,Raymond Buch,Consumer,United States,Nashville,Tennessee,37211.0,South,FUR-FU-10001085,Furniture,Furnishings,3M Polarizing Light Filter Sleeves,44.76
3963,CA-2018-134838,2018-02-19,20/02/2018,First Class,ED-13885,Emily Ducich,Home Office,United States,Los Angeles,California,90045.0,West,OFF-AR-10000634,Office Supplies,Art,Newell 320,12.84
